event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
27199244848,true,2004-06-24 00:42:21.000,16.073,2.104,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244849,true,2004-06-24 05:24:28.000,15.909,2.146,"0","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244850,true,2004-06-25 05:01:33.000,16.069,2.114,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244851,true,2004-06-26 00:19:24.000,16.072,2.119,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244852,true,2004-06-26 02:00:33.000,16.069,2.122,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244853,true,2004-06-26 02:52:55.000,16.072,2.121,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244854,true,2004-06-26 04:32:02.000,16.067,2.122,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244855,true,2004-06-26 04:35:36.000,16.076,2.118,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244856,true,2004-06-26 06:18:16.000,16.069,2.118,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244857,true,2004-06-26 06:39:37.000,16.077,2.12,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244858,true,2004-06-27 01:49:20.000,16.052,2.117,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244859,true,2004-06-27 05:52:49.000,16.053,2.112,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244860,true,2004-06-27 06:27:23.000,16.063,2.11,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244861,true,2004-06-28 01:37:05.000,16.047,2.124,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244862,true,2004-06-28 05:30:55.000,16.03,2.127,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244863,true,2004-06-28 06:14:07.000,16.034,2.119,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244864,true,2004-06-29 01:25:52.000,15.992,2.137,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244865,true,2004-06-29 05:05:58.000,15.987,2.134,"1","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244866,true,2004-06-29 07:42:01.000,15.972,2.115,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
